arredamos	ar|re|da$mos|
constantemente	cons|tan|te|men$te|
ruborizaste	ru|bo|ri|zas$te|
contrasteando	con|tras|te|an$do|
segreguei	se|gre|guei$
calcarão	cal|ca|rão$
descompadraste	des|com|pa|dras$te|
pilharão	pi|lha|rão$
cabritamos	ca|bri|ta$mos|
acoitei	a|coi|tei$
espalhafataríamos	es|pa|lha|fa|ta|rí$a|mos|
tonalizásseis	to|na|li|zás$seis|
estofava	es|to|fa$va|
acondicionada	a|con|di|ci|o|na$da|
acalmasse	a|cal|mas$se|
geláramos	ge|lá$ra|mos|
torces	tor$ces|
comensuraremos	co|men|su|ra|re$mos|
desilustrar-se-á	de|si|lus|trar|se|á$
reagistes	re|a|gis$tes|
pontas	pon$tas|
leiloamos	lei|lo|a$mos|
amortecidas	a|mor|te|ci$das|
geavam	ge|a|vam$
fiador	fi|a$dor|
adegais	a|de|gais$
encantaríeis	en|can|ta|rí$eis|
rastrear-te-ão	ras|tre|ar|te|ão$
vaporizas	va|po|ri$zas|
estroncar-me-ás	es|tron|car|me|ás$
indelicadeza	in|de|li|ca|de$za|
carvoejaras	car|vo|e|ja$ras|
desindustrializemos	de|sin|dus|tri|a|li|ze$mos|
rivalizastes	ri|va|li|zas$tes|
desentupirdes	de|sen|tu|pir$des|
reestabeleças	re|es|ta|be|le$ças|
cigarrei	ci|gar|rei$
fincava	fin|ca$va|
reembarquemos	re|em|bar|que$mos|
alcofarmos	al|co|far$mos|
fragmentado	frag|men|ta$do|
estardalharias	es|tar|da|lha|ri$as|
visionámos	vi|si|o|ná$mos|
compeli-te	com|pe|li$te|
maldisseras	mal|dis|se$ras|
desinstalávamos	de|sins|ta|lá$va|mos|
subjectiváreis	sub|jec|ti|vá$reis|
deslavando	des|la|van$do|
sobrepensando	so|bre|pen|san$do|
pornográfica	por|no|grá$fi|ca|
contracenaremos	con|tra|ce|na|re$mos|
maltratarei	mal|tra|ta|rei$
encapoeirar	en|ca|poei|rar$
desconcertem	des|con|cer$tem|
indiciarão	in|di|ci|a|rão$
controversos	con|tro|ver$sos|
redestilá-lo-íamos	re|des|ti|lá|lo|í$a|mos|
embusteastes	em|bus|te|as$tes|
litigarem	li|ti|ga$rem|
videogravador	vi|de|o|gra|va$dor|
eloquência	e|lo|quên$cia|
creriam	cre|ri|am$
instrumentaríeis	ins|tru|men|ta|rí$eis|
improvar-te-ias	im|pro|var|te|i$as|
espacejáreis	es|pa|ce|já$reis|
geavas	ge|a$vas|
consentâneo	con|sen|tâ$neo|
embriaga	em|bri|a$ga|
desbastados	des|bas|ta$dos|
cacheira	ca|chei$ra|
versificar	ver|si|fi|car$
lucrado	lu|cra$do|
repudiamos	re|pu|di|a$mos|
reencenarias	re|en|ce|na|ri$as|
humedecer-me-ei	hu|me|de|cer|me|ei$
debutadas	de|bu|ta$das|
oxidabilidade	o|xi|da|bi|li|da$de|
acarretardes	a|car|re|tar$des|
aceleraste	a|ce|le|ras$te|
estuprámos	es|tu|prá$mos|
empregaria	em|pre|ga|ri$a|
ovacionou	o|va|ci|o|nou$
pomicultores	po|mi|cul|to$res|
arianizar-se-ia	a|ri|a|ni|zar|se|i$a|
percorreram	per|cor|re$ram|
desviamos	des|vi|a$mos|
estetizássemos	es|te|ti|zás$se|mos|
adubamentos	a|du|ba|men$tos|
aluir	a|lu|ir$
wireless	wi|re|less$
debutássemos	de|bu|tás$se|mos|
latejar-lhe-eis	la|te|jar|lhe|eis$
ressurgis	res|sur|gis$
adultero	a|dul|te$ro|
tortos	tor$tos|
chapar-vos-iam	cha|par|vos|i|am$
coadquirirei	co|ad|qui|ri|rei$
envolvessem	en|vol|ves$sem|
acatareis	a|ca|ta|reis$
levitaríamos	le|vi|ta|rí$a|mos|
beliches	be|li$ches|
exercerão	e|xer|ce|rão$
eólicas	e|ó$li|cas|
apavonará	a|pa|vo|na|rá$
namoricarias	na|mo|ri|ca|ri$as|
açudei	a|çu|dei$
acicatavas	a|ci|ca|ta$vas|
chacoteai	cha|co|te|ai$
escarrasses	es|car|ras$ses|
vivificados	vi|vi|fi|ca$dos|
cilindrasses	ci|lin|dras$ses|
desempanarmos	de|sem|pa|nar$mos|
harpejassem	har|pe|jas$sem|
usufruí	u|su|fru|í$
levedados	le|ve|da$dos|
afagavam	a|fa|ga|vam$
coutavas	cou|ta$vas|
subsistência	sub|sis|tên$cia|
corpuscular	cor|pus|cu|lar$
deduzidas	de|du|zi$das|
consulados	con|su|la$dos|
predominar-lhe-eis	pre|do|mi|nar|lhe|eis$
demarcaras	de|mar|ca$ras|
informatizardes	in|for|ma|ti|zar$des|
reinstaurarem	reins|tau|ra$rem|
granjear-nos-iam	gran|je|ar|nos|i|am$
efluir-me-iam	e|flu|ir|me|i|am$
aconselhassem	a|con|se|lhas$sem|
tropeçudo	tro|pe|çu$do|
amolenta	a|mo|len$ta|
alousares	a|lou|sa$res|
compareceres	com|pa|re|ce$res|
infelicitar-lhe-ei	in|fe|li|ci|tar|lhe|ei$
entorpecidas	en|tor|pe|ci$das|
surtiram	sur|ti|ram$
anisam	a|ni|sam$
maravilhasses	ma|ra|vi|lhas$ses|
cumpliciá-lo-íamos	cum|pli|ci|á|lo|í$a|mos|
merecerem	me|re|ce$rem|
urgiríamos	ur|gi|rí$a|mos|
demissórios	de|mis|só$rios|
acasalaríeis	a|ca|sa|la|rí$eis|
descentrámos	des|cen|trá$mos|
aniversariáveis	a|ni|ver|sa|ri|á$veis|
escorras	es|cor$ras|
diplomáramos	di|plo|má$ra|mos|
agricultadas	a|gri|cul|ta$das|
palavrearemos	pa|la|vre|a|re$mos|
remisturaríeis	re|mis|tu|ra|rí$eis|
arredondastes	ar|re|don|das$tes|
esfomeies	es|fo|mei$es|
encarreirariam	en|car|rei|ra|ri|am$
fervilhareis	fer|vi|lha|reis$
fender-lhes-ei	fen|der|lhes|ei$
amortizada	a|mor|ti|za$da|
lacunoso	la|cu|no$so|
relaxismos	re|la|xis$mos|
xenófobo	xe|nó$fo|bo|
destinges	des|tin$ges|
desabotoaríamos	de|sa|bo|to|a|rí$a|mos|
envenenemos	en|ve|ne|ne$mos|
primasse	pri|mas$se|
quiromante	qui|ro|man$te|
grasnados	gras|na$dos|
amenamente	a|me|na|men$te|
marejáreis	ma|re|já$reis|
segregaríamos	se|gre|ga|rí$a|mos|
endivideis	en|di|vi|deis$
franjei	fran|jei$
desbastar-nos-eis	des|bas|tar|nos|eis$
enlatem	en|la$tem|
descompensaria	des|com|pen|sa|ri$a|
transudação	tran|su|da|ção$
rectilinearidade	rec|ti|li|ne|a|ri|da$de|
penumbrarmos	pe|num|brar$mos|
vermelheceram	ver|me|lhe|ce$ram|
submerjo	sub|mer$jo|
jorrastes	jor|ras$tes|
amaricarmos	a|ma|ri|car$mos|
estimámos	es|ti|má$mos|
encarcereis	en|car|ce|reis$
forjarem	for|ja$rem|
cientificámos	ci|en|ti|fi|cá$mos|
desmiolarão	des|mi|o|la|rão$
consoamos	con|so|a$mos|
desentranhássemos	de|sen|tra|nhás$se|mos|
amulheraras	a|mu|lhe|ra$ras|
encalmastes	en|cal|mas$tes|
salífero	sa|lí$fe|ro|
motriz	mo|triz$
computorizasses	com|pu|to|ri|zas$ses|
emularei	e|mu|la|rei$
arrabujariam	ar|ra|bu|ja|ri|am$
lingrinhas	lin|gri$nhas|
amojar-me-íamos	a|mo|jar|me|í$a|mos|
interactuá-lo-íeis	in|te|rac|tuá|lo|í$eis|
inveterais	in|ve|te|rais$
turmalina	tur|ma|li$na|
morrinhento	mor|ri|nhen$to|
ratificar	ra|ti|fi|car$
manchadas	man|cha$das|
gretáramos	gre|tá$ra|mos|
depenicarmos	de|pe|ni|car$mos|
timbravam	tim|bra|vam$
compuserem	com|pu|se$rem|
animalaço	a|ni|ma|la$ço|
reconhecemos	re|co|nhe|ce$mos|
encodeou	en|co|de|ou$
partissem	par|tis$sem|
giganteio	gi|gan|tei$o|
estratificares	es|tra|ti|fi|ca$res|
envinagravam	en|vi|na|gra|vam$
ramifico	ra|mi|fi$co|
historieis	his|to|rieis$
orquestrava	or|ques|tra$va|
estabilizámos	es|ta|bi|li|zá$mos|
inorgânicos	i|nor|gâ$ni|cos|
acelerassem	a|ce|le|ras$sem|
refinanciarem	re|fi|nan|ci|a$rem|
entulharás	en|tu|lha|rás$
atamancaremos	a|ta|man|ca|re$mos|
intrincam	in|trin|cam$
matinarem	ma|ti|na$rem|
flictam-lhos	flic|tam|lhos$
afincares	a|fin|ca$res|
enfastioso	en|fas|ti|o$so|
enfornariam	en|for|na|ri|am$
carunchar	ca|run|char$
queimaríamos	quei|ma|rí$a|mos|
desonrareis	de|son|ra|reis$
balizará	ba|li|za|rá$
temporalizar-lhes-ão	tem|po|ra|li|zar|lhes|ão$
coloráramos	co|lo|rá$ra|mos|
celeumar-te-iam	ce|leu|mar|te|i|am$
infernasse	in|fer|nas$se|
embelecida	em|be|le|ci$da|
espanholarei	es|pa|nho|la|rei$
perpassarem	per|pas|sa$rem|
desencriptando	de|sen|crip|tan$do|
sentenciaríamos	sen|ten|ci|a|rí$a|mos|
transgredirão	trans|gre|di|rão$
folheais	fo|lhe|ais$
desidratais	de|si|dra|tais$
encoleirava	en|co|lei|ra$va|
escaramuçar-lhes-ei	es|ca|ra|mu|çar|lhes|ei$
mesquinharás	mes|qui|nha|rás$
deserteis	de|ser|teis$
pintasse	pin|tas$se|
domamos	do|ma$mos|
recingiremos	re|cin|gi|re$mos|
pirilampo	pi|ri|lam$po|
proliferes	pro|li|fe$res|
desinfeccionarmos	de|sin|fec|ci|o|nar$mos|
estacionar-vos-ias	es|ta|ci|o|nar|vos|i$as|
singularizar	sin|gu|la|ri|zar$
angularidade	an|gu|la|ri|da$de|
criptologia	crip|to|lo|gi$a|
tinísseis	ti|nís$seis|
ressela	res|se$la|
enregelásseis	en|re|ge|lás$seis|
avisar-te-ás	a|vi|sar|te|ás$
geríeis	ge|rí$eis|
envaidar	en|vai|dar$
listraste	lis|tras$te|
percorrer-me-íamos	per|cor|rer|me|í$a|mos|
consubstanciados	con|subs|tan|ci|a$dos|
glorificava	glo|ri|fi|ca$va|
capituláramos	ca|pi|tu|lá$ra|mos|
homogeneíze	ho|mo|ge|ne|í$ze|
lampejar-lhas	lam|pe|jar|lhas$
descoimei	des|coi|mei$
alojara	a|lo|ja$ra|
regirávamos	re|gi|rá$va|mos|
maldizeis	mal|di|zeis$
condimento	con|di|men$to|
levedásseis	le|ve|dás$seis|
palrarias	pal|ra|ri$as|
laurearmos	lau|re|ar$mos|
gargalheis	gar|ga|lheis$
dementarmos	de|men|tar$mos|
militar-me-ão	mi|li|tar|me|ão$
complementasses	com|ple|men|tas$ses|
garrir-lha	gar|rir|lha$
contrabateis	con|tra|ba|teis$
reagrupa	re|a|gru$pa|
trufados	tru|fa$dos|
desagravaríamos	de|sa|gra|va|rí$a|mos|
tergiversemos	ter|gi|ver|se$mos|
solfejáramos	sol|fe|já$ra|mos|
instaríamos	ins|ta|rí$a|mos|
novele	no|ve$le|
volvíeis	vol|ví$eis|
extremássemos	ex|tre|más$se|mos|
atoleimareis	a|to|lei|ma|reis$
impenetráveis	im|pe|ne|trá$veis|
transmitam	trans|mi|tam$
contraproducente	con|tra|pro|du|cen$te|
debulheis	de|bu|lheis$
figurações	fi|gu|ra|ções$
malbaratear	mal|ba|ra|te|ar$
nitratastes	ni|tra|tas$tes|
alcoolificasse	al|co|o|li|fi|cas$se|
esforçaras	es|for|ça$ras|
cumpriste	cum|pris$te|
robotiza	ro|bo|ti$za|
perfumasses	per|fu|mas$ses|
maçar	ma|çar$
recantos	re|can$tos|
couraçassem	cou|ra|ças$sem|
inaugurada	i|nau|gu|ra$da|
chincalharas	chin|ca|lha$ras|
desapropriamentos	de|sa|pro|pri|a|men$tos|
anuíssem	a|nu|ís$sem|
apadrinhados	a|pa|dri|nha$dos|
amulherengaríeis	a|mu|lhe|ren|ga|rí$eis|
equipendente	e|qui|pen|den$te|
desmantelei	des|man|te|lei$
bedelháreis	be|de|lhá$reis|
aqueceria	a|que|ce|ri$a|
tintinado	tin|ti|na$do|
domesticar-se-ão	do|mes|ti|car|se|ão$
prototipam	pro|to|ti|pam$
cubasses	cu|bas$ses|
acataríamos	a|ca|ta|rí$a|mos|
marginaria	mar|gi|na|ri$a|
larga	lar$ga|
soçobro	so|ço$bro|
assimilando	as|si|mi|lan$do|
petiscavas	pe|tis|ca$vas|
vincasse	vin|cas$se|
relacionaste	re|la|ci|o|nas$te|
gatafunhar-nos-emos	ga|ta|fu|nhar|nos|e$mos|
agravais	a|gra|vais$
renaturalizarão	re|na|tu|ra|li|za|rão$
desigualado	de|si|gua|la$do|
corregedoras	cor|re|ge|do$ras|
bolinaríeis	bo|li|na|rí$eis|
cortinar-me-ias	cor|ti|nar|me|i$as|
albufeirarei	al|bu|fei|ra|rei$
ozonificaste	o|zo|ni|fi|cas$te|
reencarnava	re|en|car|na$va|
modernizadas	mo|der|ni|za$das|
reclassificaríeis	re|clas|si|fi|ca|rí$eis|
tarefaríeis	ta|re|fa|rí$eis|
mosseis	mos|seis$
facilitarás	fa|ci|li|ta|rás$
bisbilhotámos	bis|bi|lho|tá$mos|
cumule	cu|mu$le|
renomeadas	re|no|me|a$das|
atiçoavam	a|ti|ço|a|vam$
guitarrearias	gui|tar|re|a|ri$as|
destinaria	des|ti|na|ri$a|
sirzamos	sir|za$mos|
achincalhavas	a|chin|ca|lha$vas|
bolbos	bol$bos|
purgando	pur|gan$do|
universalizar	u|ni|ver|sa|li|zar$
cerimoniámos	ce|ri|mo|ni|á$mos|
ingeri-lo-ás	in|ge|ri|lo|ás$
estradardes	es|tra|dar$des|
holismo	ho|lis$mo|
definiras	de|fi|ni$ras|
desenxameemos	de|sen|xa|me|e$mos|
precisamos	pre|ci|sa$mos|
Ivan	i|van$
amoitaste	a|moi|tas$te|
açambarques	a|çam|bar$ques|
radicáreis	ra|di|cá$reis|
enfebreceríeis	en|fe|bre|ce|rí$eis|
andaria	an|da|ri$a|
rogará	ro|ga|rá$
reciprocaras	re|ci|pro|ca$ras|
desavier-se-ão	de|sa|vi|er|se|ão$
comprometeríamos	com|pro|me|te|rí$a|mos|
batateiro	ba|ta|tei$ro|
impulses	im|pul$ses|
apodrentardes	a|po|dren|tar$des|
socásseis	so|cás$seis|
emitiras	e|mi|ti$ras|
asneiravas	as|nei|ra$vas|
empertigassem	em|per|ti|gas$sem|
seteies	se|tei$es|
traumatismo	trau|ma|tis$mo|
trigonais	tri|go|nais$
gloriar-me-emos	glo|ri|ar|me|e$mos|
acondicionais	a|con|di|ci|o|nais$
dinamitai	di|na|mi|tai$
fanaras	fa|na$ras|
camufleis	ca|mu|fleis$
assindético	as|sin|dé$ti|co|
incisais	in|ci|sais$
noroesteadas	no|ro|es|te|a$das|
moles	mo$les|
sitiaremos	si|ti|a|re$mos|
viaturas	vi|a|tu$ras|
encanarei	en|ca|na|rei$
cartazes	car|ta$zes|
escondedora	es|con|de|do$ra|
obstipada	obs|ti|pa$da|
repiques	re|pi$ques|
abastonarás	a|bas|to|na|rás$
arrefentaras	ar|re|fen|ta$ras|
carretes	car|re$tes|
aprosas	a|pro$sas|
chupará	chu|pa|rá$
bolhei	bo|lhei$
deglutiremos	de|glu|ti|re$mos|
buracariam	bu|ra|ca|ri|am$
agachava	a|ga|cha$va|
torpeça	tor|pe$ça|
encolerizam	en|co|le|ri|zam$
amantizem	a|man|ti$zem|
entrincheirásseis	en|trin|chei|rás$seis|
narigada	na|ri|ga$da|
altruísmos	al|tru|ís$mos|
borboleteia	bor|bo|le|tei$a|
rasurara	ra|su|ra$ra|
apalancaria	a|pa|lan|ca|ri$a|
aureoleis	au|re|o|leis$
concutíssemos	con|cu|tís$se|mos|
treplicai	tre|pli|cai$
acrescentaríeis	a|cres|cen|ta|rí$eis|
amumiarmos	a|mu|mi|ar$mos|
equilíbrio	e|qui|lí$brio|
amachuques	a|ma|chu$ques|
reexpedis	re|ex|pe|dis$
odiarei	o|di|a|rei$
prestigiariam	pres|ti|gi|a|ri|am$
carnifazeres	car|ni|fa|ze$res|
sentimentalizá-lo-ia	sen|ti|men|ta|li|zá|lo|i$a|
caligrafadas	ca|li|gra|fa$das|
geóloga	ge|ó$lo|ga|
crispou	cris|pou$
ericemos	e|ri|ce$mos|
coloriras	co|lo|ri$ras|
desconcentrais	des|con|cen|trais$
torresmo	tor|res$mo|
babujados	ba|bu|ja$dos|
destratado	des|tra|ta$do|
sindicarem	sin|di|ca$rem|
estagnamentos	es|tag|na|men$tos|
proclamando	pro|cla|man$do|
perecesses	pe|re|ces$ses|
retroáramos	re|tro|á$ra|mos|
recompensássemos	re|com|pen|sás$se|mos|
reconvalescera	re|con|va|les|ce$ra|
derreavam	der|re|a|vam$
taçada	ta|ça$da|
reticencio	re|ti|cen|ci$o|
repugnavas	re|pug|na$vas|
dejectássemos	de|jec|tás$se|mos|
rangedor	ran|ge|dor$
consubstanciaremos	con|subs|tan|ci|a|re$mos|
recalcularem	re|cal|cu|la$rem|
defendidas	de|fen|di$das|
despedaçai	des|pe|da|çai$
apalacianada	a|pa|la|ci|a|na$da|
piromaníacas	pi|ro|ma|ní$a|cas|
animar-vos-ias	a|ni|mar|vos|i$as|
avelhaquem	a|ve|lha$quem|
organizaste	or|ga|ni|zas$te|
retomasse	re|to|mas$se|
desempacotadora	de|sem|pa|co|ta|do$ra|
desinibíamos	de|si|ni|bí$a|mos|
agitem	a|gi$tem|
interpor-nos-íamos	in|ter|por|nos|í$a|mos|
tresloucaram	tres|lou|ca$ram|
gabavam	ga|ba|vam$
desconfigurávamos	des|con|fi|gu|rá$va|mos|
fanfarronáramos	fan|far|ro|ná$ra|mos|
joelhavas	jo|e|lha$vas|
harpo	har$po|
dejectados	de|jec|ta$dos|
subsumistes	sub|su|mis$tes|
apelidaríamos	a|pe|li|da|rí$a|mos|
arrebitar-lhes-ás	ar|re|bi|tar|lhes|ás$
veludos	ve|lu$dos|
canonizas	ca|no|ni$zas|
readquirias	re|ad|qui|ri$as|
bordos	bor$dos|
desenharas	de|se|nha$ras|
malbaratá-lo-íeis	mal|ba|ra|tá|lo|í$eis|
descristianizam	des|cris|ti|a|ni|zam$
desconheçamos	des|co|nhe|ça$mos|
Mille	mil$le|
solubilizas	so|lu|bi|li$zas|
volumava	vo|lu|ma$va|
cromaria	cro|ma|ri$a|
acalcaremos	a|cal|ca|re$mos|
dormido	dor|mi$do|
moldada	mol|da$da|
basificáveis	ba|si|fi|cá$veis|
clausulai	clau|su|lai$
pediras	pe|di$ras|
atontam	a|ton|tam$
caldem	cal$dem|
transcorrido	trans|cor|ri$do|
desenregelar-se	de|sen|re|ge|lar$se|
mures	mu$res|
violentássemos	vi|o|len|tás$se|mos|
tracejemos	tra|ce|je$mos|
Escócia	es|có$cia|
relativizadas	re|la|ti|vi|za$das|
condicionemos	con|di|ci|o|ne$mos|
recuamento	re|cu|a|men$to|
desacatar-me-emos	de|sa|ca|tar|me|e$mos|
inquietardes	in|qui|e|tar$des|
avizinharão	a|vi|zi|nha|rão$
intervertidas	in|ter|ver|ti$das|
prendesse	pren|des$se|
envaidar-lhes-ão	en|vai|dar|lhes|ão$
polemizem	po|le|mi$zem|
ratificadores	ra|ti|fi|ca|do$res|
chifrásseis	chi|frás$seis|
atoalhas	a|to|a$lhas|
calendarize	ca|len|da|ri$ze|
imploro	im|plo$ro|
inebriando	i|ne|bri|an$do|
desmiolásseis	des|mi|o|lás$seis|
obsoletas	ob|so|le$tas|
quilometraríeis	qui|lo|me|tra|rí$eis|
chocháreis	cho|chá$reis|
afincáreis	a|fin|cá$reis|
esgravataríeis	es|gra|va|ta|rí$eis|
embevecêsseis	em|be|ve|cês$seis|
capitalizá-lo-íeis	ca|pi|ta|li|zá|lo|í$eis|
idealizaríeis	i|de|a|li|za|rí$eis|
exacerbássemos	e|xa|cer|bás$se|mos|
admitirei	ad|mi|ti|rei$
repoisadas	re|poi|sa$das|
camuflassem	ca|mu|flas$sem|
tombassem	tom|bas$sem|
besoiravas	be|soi|ra$vas|
desmembrarem	des|mem|bra$rem|
dificultar	di|fi|cul|tar$
enraivara	en|rai|va$ra|
faiscado	fais|ca$do|
brejeiraste	bre|jei|ras$te|
corniformes	cor|ni|for$mes|
revivescer-nos-eis	re|vi|ves|cer|nos|eis$
policiariam	po|li|ci|a|ri|am$
incapacitarem	in|ca|pa|ci|ta$rem|
desertes	de|ser$tes|
afligiste	a|fli|gis$te|
reemendará	re|e|men|da|rá$
engolia	en|go|li$a|
resselariam	res|se|la|ri|am$
desgraça	des|gra$ça|
antedestes	an|te|des$tes|
avançareis	a|van|ça|reis$
veraneado	ve|ra|ne|a$do|
afogarei	a|fo|ga|rei$
verificarem	ve|ri|fi|ca$rem|
ladeirarei	la|dei|ra|rei$
amontanharíeis	a|mon|ta|nha|rí$eis|
desinteressariam	de|sin|te|res|sa|ri|am$
malandrando	ma|lan|dran$do|
mobilizaríamos	mo|bi|li|za|rí$a|mos|
circunstanciaria	cir|cuns|tan|ci|a|ri$a|
resolvíveis	re|sol|ví$veis|
embrenhasses	em|bre|nhas$ses|
mantinhas	man|ti$nhas|
tarefarias	ta|re|fa|ri$as|
arcam	ar|cam$
hasteai	has|te|ai$
dramatizar-nos-ias	dra|ma|ti|zar|nos|i$as|
pejorará	pe|jo|ra|rá$
sujamos	su|ja$mos|
balizariam	ba|li|za|ri|am$
devorardes	de|vo|rar$des|
ornadoras	or|na|do$ras|
agúe-vos	a|gú$e|vos|
chupa	chu$pa|
pratearíeis	pra|te|a|rí$eis|
friccionando	fric|ci|o|nan$do|
empapela	em|pa|pe$la|
desalinhaves	de|sa|li|nha$ves|
obrardes	o|brar$des|
constituísse	cons|ti|tu|ís$se|
diacústicas	di|a|cús$ti|cas|
bolavas	bo|la$vas|
distrair	dis|trair$
desvirtudes	des|vir|tu$des|
orelhadas	o|re|lha$das|
bolorecêsseis	bo|lo|re|cês$seis|
aurorescerá	au|ro|res|ce|rá$
rebulo-lhos	re|bu|lo|lhos$
nicá-lo-íamos	ni|cá|lo|í$a|mos|
focinhar-vos-ias	fo|ci|nhar|vos|i$as|
pascoarás	pas|co|a|rás$
nadar-lhe-ia	na|dar|lhe|i$a|
afeiçoava	a|fei|ço|a$va|
mirante	mi|ran$te|
redondeemos	re|don|de|e$mos|
fartas	far$tas|
injectivas	in|jec|ti$vas|
encenes	en|ce$nes|
gulosos	gu|lo$sos|
estripares	es|tri|pa$res|
almoçáreis	al|mo|çá$reis|
dizimaras	di|zi|ma$ras|
endossar-lhe-ias	en|dos|sar|lhe|i$as|
bachiquei	ba|chi|quei$
desvariásseis	des|va|ri|ás$seis|
ferráveis	fer|rá$veis|
horda	hor$da|
inserirão	in|se|ri|rão$
morfinizar-vos-ia	mor|fi|ni|zar|vos|i$a|
celeumas	ce|leu$mas|
desentalassem	de|sen|ta|las$sem|
acrescentarão	a|cres|cen|ta|rão$
sucedeu	su|ce|deu$
morrinharei	mor|ri|nha|rei$
ilustrai	i|lus|trai$
vagabundos	va|ga|bun$dos|
ratazanado	ra|ta|za|na$do|
susceptibilizar-se-iam	sus|cep|ti|bi|li|zar|se|i|am$
rastearias	ras|te|a|ri$as|
pratear-nos	pra|te|ar$nos|
encravar-lho	en|cra|var|lho$
desatinaram	de|sa|ti|na$ram|
pré-pagarão	pré|pa|ga|rão$
categorizam	ca|te|go|ri|zam$
caotizadas	ca|o|ti|za$das|
chirriaremos	chir|ri|a|re$mos|
ressoado	res|so|a$do|
abasteçais	a|bas|te|çais$
recomeçara	re|co|me|ça$ra|
escrevinhadora	es|cre|vi|nha|do$ra|
culpaste	cul|pas$te|
mobilizadoras	mo|bi|li|za|do$ras|
tropeçarmos	tro|pe|çar$mos|
desinteressas	de|sin|te|res$sas|
consoladas	con|so|la$das|
fasquiámos	fas|qui|á$mos|
atacanhamos	a|ta|ca|nha$mos|
mediáveis	me|di|á$veis|
maltratassem	mal|tra|tas$sem|
naturalizar-lhes	na|tu|ra|li|zar$lhes|
populosas	po|pu|lo$sas|
estreie	es|trei$e|
franzir	fran|zir$
desencrencarás	de|sen|cren|ca|rás$
maravilham	ma|ra|vi|lham$
assoberbe	as|so|ber$be|
reelegia	re|e|le|gi$a|
democratizáveis	de|mo|cra|ti|zá$veis|
pré-convocado	pré|con|vo|ca$do|
asneirou	as|nei|rou$
empobrecer-lhe-ia	em|po|bre|cer|lhe|i$a|
derrotaras	der|ro|ta$ras|
afocinhavas	a|fo|ci|nha$vas|
coçar-te-ia	co|çar|te|i$a|
picaria	pi|ca|ri$a|
chantagistas	chan|ta|gis$tas|
refendermos	re|fen|der$mos|
reivindica	rei|vin|di$ca|
paramentaram	pa|ra|men|ta$ram|
eterificasses	e|te|ri|fi|cas$ses|
encubava	en|cu|ba$va|
deliciáveis	de|li|ci|á$veis|
cascateariam	cas|ca|te|a|ri|am$
mandrionáveis	man|dri|o|ná$veis|
dermatólogas	der|ma|tó$lo|gas|
avessarias	a|ves|sa|ri$as|
golpeiem	gol|pei$em|
desaclimatardes	de|sa|cli|ma|tar$des|
insistamos	in|sis|ta$mos|
laboreis	la|bo|reis$
monjal	mon|jal$
desaromatizarei	de|sa|ro|ma|ti|za|rei$
contagiosas	con|ta|gi|o$sas|
corregido	cor|re|gi$do|
mandam	man|dam$
bolariam	bo|la|ri|am$
curei	cu|rei$
liguem	li$guem|
eminenciávamos	e|mi|nen|ci|á$va|mos|
canceraste	can|ce|ras$te|
gorjearemos	gor|je|a|re$mos|
Simpson	simp|son$
rubricarem	ru|bri|ca$rem|
esvoaçará	es|vo|a|ça|rá$
ovelhas	o|ve$lhas|
desprestigiares	des|pres|ti|gi|a$res|
desalfandegou	de|sal|fan|de|gou$
trespor	tres|por$
acostará	a|cos|ta|rá$
usufrutuas	u|su|fru|tu$as|
sobrecarregareis	so|bre|car|re|ga|reis$
esquadrilheis	es|qua|dri|lheis$
malfadáveis	mal|fa|dá$veis|
situavam	si|tu|a|vam$
desnatar-lhos	des|na|tar|lhos$
galardoais	ga|lar|do|ais$
almoçares	al|mo|ça$res|
ferveras	fer|ve$ras|
esfumaçáramos	es|fu|ma|çá$ra|mos|
cromatográficos	cro|ma|to|grá$fi|cos|
purpurou	pur|pu|rou$
confiscar-lhe-ia	con|fis|car|lhe|i$a|
impliques	im|pli$ques|
despicai	des|pi|cai$
masquem	mas$quem|
desintegrariam	de|sin|te|gra|ri|am$
recrutava	re|cru|ta$va|
contrabalançávamos	con|tra|ba|lan|çá$va|mos|
encarnavam	en|car|na|vam$
despedaçarmos	des|pe|da|çar$mos|
refermentadas	re|fer|men|ta$das|
chuvadas	chu|va$das|
apertaram	a|per|ta$ram|
indeferir-te-ás	in|de|fe|rir|te|ás$
xingueis	xin|gueis$
moinaste	moi|nas$te|
apalpáramos	a|pal|pá$ra|mos|
coligireis	co|li|gi|reis$
anataram	a|na|ta$ram|
logos	lo$gos|
reflutuar-vos-ias	re|flu|tu|ar|vos|i$as|
jubilais	ju|bi|lais$
desencantavas	de|sen|can|ta$vas|
tipificaria	ti|pi|fi|ca|ri$a|
aferrolhada	a|fer|ro|lha$da|
desvalorarás	des|va|lo|ra|rás$
elucidações	e|lu|ci|da|ções$
polarizes	po|la|ri$zes|
arrendas	ar|ren$das|
germanizáreis	ger|ma|ni|zá$reis|
curvaríeis	cur|va|rí$eis|
acartasse	a|car|tas$se|
carregar-lhe-iam	car|re|gar|lhe|i|am$
racionava	ra|ci|o|na$va|
mortificáramos	mor|ti|fi|cá$ra|mos|
abocanhamos	a|bo|ca|nha$mos|
deceparemos	de|ce|pa|re$mos|
quadruplicas	qua|dru|pli$cas|
nasalaste	na|sa|las$te|
atolambavas	a|to|lam|ba$vas|
